Date;Open;High;Low;Close;WAP;No. of Shares;No. of Trades;Total Turnover;Deliverable Quantity;% Deli. Qty to Traded Qty;Spread H-L;Spread C-O
09.05.2012;748;748;695;725;7.21E+11;2792080;1130;20141700;1530020;548;53;-23
08.05.2012;76;76;676;73;7.15E+11;1552800;1880;11101610;957880;6169;84;-3
07.05.2012;724;748;70;719;7.22E+11;1562570;1360;11284230;821030;5254;48;-5
04.05.2012;73;745;69;731;7.14E+11;2471350;1910;17638650;1586400;6419;55;1
03.05.2012;70;749;697;729;7.18E+11;4167520;2320;29928770;2757710;6617;52;29
02.05.2012;72;723;70;714;7.10E+11;1424900;910;10119290;936460;6572;23;-6
30.04.2012;69;714;668;70;6.89E+11;2631570;2180;18126450;1904220;7236;46;1
28.04.2012;734;734;662;672;6.73E+11;216710;300;1457990;210500;9713;72;-62
27.04.2012;655;686;645;673;6.65E+11;1961220;1460;13038940;1073230;5472;41;18
26.04.2012;69;69;627;666;6.61E+11;2689620;1490;17766030;1796520;6679;63;-24
25.04.2012;69;69;645;667;6.64E+11;3240130;1740;21499930;2048600;6323;45;-23
24.04.2012;67;67;64;66;6.53E+11;2772900;1780;18097180;1694130;611;3;-1
23.04.2012;648;679;63;651;6.51E+11;1618530;1390;10531140;585610;3618;49;3
20.04.2012;639;658;61;648;6.37E+11;2341430;1760;14904990;1305070;5574;48;9
19.04.2012;685;685;596;NaN;6.36E+11;3922140;2730;24946440;3194690;8145;89;-54
18.04.2012;675;709;635;66;6.73E+11;2486090;2530;16727510;2291270;9216;74;-15
17.04.2012;665;70;635;685;6.81E+11;2417930;1760;16467310;1293320;5349;65;2
16.04.2012;625;654;603;645;6.27E+11;3851450;2320;24141460;2450430;6362;51;2
13.04.2012;627;627;575;595;5.94E+11;1002120;2100;5955980;851160;8494;52;-32
12.04.2012;565;59;525;57;5.66E+11;2457710;3360;13919280;1652390;6723;65;5
11.04.2012;45;516;405;504;4.86E+11;3473480;2480;16880440;2666630;7677;111;54
10.04.2012;425;439;40;43;4.12E+11;947450;790;3900470;790330;8342;39;5
09.04.2012;455;455;375;403;3.99E+11;5958920;1660;23764800;3534340;5931;8;-52
04.04.2012;421;421;38;40;3.94E+11;2102010;1540;8286530;1706380;8118;41;-21
03.04.2012;478;478;39;401;4.07E+11;2647100;2900;10766060;2293450;8664;88;-77
02.04.2012;488;488;41;421;4.27E+11;3171860;2390;13533770;1944760;6131;78;-67
30.03.2012;515;515;425;467;4.56E+11;3294100;2080;15008580;1731650;5257;9;-48
29.03.2012;49;52;421;445;4.49E+11;1689850;2180;7593280;1351530;7998;99;-45
28.03.2012;598;598;47;482;5.19E+11;1042490;1390;5414660;876380;8407;128;-116
27.03.2012;589;589;50;516;5.65E+11;4580250;1750;25859730;2511480;5483;89;-73
26.03.2012;589;589;545;573;5.73E+11;1832470;850;10491770;1697890;9266;44;-16
23.03.2012;697;697;54;566;5563942089;3825180;2520;21283080;2364640;6182;157;-131
22.03.2012;598;599;565;581;5.91E+11;2448700;1140;14477600;1940640;7925;34;-17
21.03.2012;599;609;576;588;5.92E+11;2870910;930;16981640;2084450;7261;33;-11
20.03.2012;66;66;579;589;5.87E+11;1807490;650;10611760;1382910;7651;81;-71
19.03.2012;688;688;579;588;5.98E+11;1079970;790;6460800;898360;8318;109;-10
16.03.2012;619;619;57;593;6.01E+11;2313280;1360;13906060;1418970;6134;49;-26
15.03.2012;60;615;56;595;58909987092;NaN;1860;NaN;2689660;7499;55;-5
14.03.2012;629;629;576;615;6.08E+11;2469440;1220;15013590;1656140;6707;53;-14
13.03.2012;598;598;577;594;5.94E+11;333160;490;1978760;313050;9396;21;-4
12.03.2012;639;639;58;586;6.15E+11;2768940;1080;17027120;2237160;8079;59;-53
09.03.2012;584;625;471;602;5.90E+11;4131850;3150;24359240;2525730;6113;154;18
07.03.2012;584;584;559;573;5.71E+11;1625950;930;9282650;1323720;8141;25;-11
06.03.2012;60;60;481;573;5.42E+11;2833370;2840;15357560;1373170;4846;119;-27
05.03.2012;589;606;575;597;59014503236;2129180;1250;12565250;1517350;7126;31;8
03.03.2012;577;60;538;57;56132471353;2495030;2140;14005220;1458220;5844;62;-7
02.03.2012;617;617;572;597;5.97E+11;2244350;1440;13387880;1445140;6439;45;-2
01.03.2012;58;61;565;605;5.96E+11;1935730;1630;11544820;1168630;6037;45;25
29.02.2012;615;615;551;598;5.92E+11;3786140;2210;22402770;2798460;7391;64;-17
28.02.2012;625;625;565;60;5.87E+11;1873010;1580;10995130;1534190;8191;6;-25
27.02.2012;601;601;543;59;5.76E+11;4259510;3920;24527040;2897250;6802;58;-11
24.02.2012;688;688;603;603;6.17E+11;2342210;1350;14449280;2160900;9226;85;-85
23.02.2012;662;70;634;669;6.61E+11;2497090;1370;16512720;1816460;7274;66;7
22.02.2012;678;678;64;656;6.57E+11;1626890;1540;10684120;977960;6011;38;-22
21.02.2012;679;679;65;674;6.70E+11;1704270;1070;11415370;1583470;9291;29;-5
17.02.2012;699;699;636;671;6.67E+11;555460;830;3707480;416350;7496;63;-28
16.02.2012;712;712;632;669;6.62E+11;1884570;2850;12471230;1649940;8755;8;-43
15.02.2012;729;729;649;696;6.71E+11;7463310;2340;50078110;5982750;8016;8;-33
14.02.2012;666;685;608;669;6.53E+11;7031040;4320;45906320;5135250;7304;77;3
13.02.2012;698;709;65;675;6.72E+11;2817090;1550;18920030;2216410;7868;59;-23
10.02.2012;696;699;661;687;6.92E+11;2135250;1400;14779170;1445340;6769;38;-9
09.02.2012;70;70;656;683;6.80E+11;2956280;1570;20089960;2075970;7022;44;-17
08.02.2012;70;70;656;685;6.87E+11;1423100;1650;9775440;948880;6668;44;-15
07.02.2012;69;693;615;688;67342346728;3800270;2640;25591910;2539810;6683;78;-2
06.02.2012;719;719;66;678;6.87E+11;2548120;NaN;17505240;1469270;5766;59;-41
03.02.2012;70;723;67;689;6.97E+11;2534410;2250;17657970;1900150;7497;53;-11
02.02.2012;755;819;693;736;75643789483;4543100;2740;34365730;3725110;8199;126;-19
01.02.2012;778;779;75;769;7.72E+11;4590100;1850;35415340;3039760;6622;29;-9
31.01.2012;778;797;74;767;7.70E+11;5651370;3660;43488460;2122930;3756;57;-11
30.01.2012;76;78;739;763;7.63E+11;5648660;2420;43124920;2545670;4507;41;3
27.01.2012;71;77;691;76;7.42E+11;2161020;2150;16026250;1281500;593;79;5
25.01.2012;697;719;664;708;6.99E+11;6338420;2800;44322190;3825910;NaN;55;11
24.01.2012;70;70;671;697;69407810079;1523160;1160;10571920;806940;5298;29;-3
23.01.2012;773;774;70;715;7.40E+11;5258370;2430;38903570;3203730;6093;74;-58
20.01.2012;77;78;73;755;7.57E+11;2699060;1310;20437940;2499800;9262;5;-15
19.01.2012;729;78;68;77;7.34E+11;5974130;3350;43825060;3435320;575;10;41
18.01.2012;758;758;687;712;7.18E+11;7139490;2290;51273990;4613010;6461;71;-46
17.01.2012;798;80;73;738;7.67E+11;3124930;2270;23955830;2308840;7388;7;-6
16.01.2012;876;876;78;795;8.00E+11;3673530;2330;29376630;1978150;5385;96;-81
13.01.2012;829;832;763;797;8.07E+11;3560510;2410;28731490;2901840;815;69;-32
12.01.2012;844;844;785;815;8.15E+11;4658070;1910;37967900;3073460;6598;59;-29
11.01.2012;835;845;76;793;8.04E+11;2400960;1610;19310600;2154880;8975;85;-42
10.01.2012;85;85;80;835;82850700384;1671940;1640;13852140;1448530;8664;5;-15
09.01.2012;856;856;805;838;8.38E+11;2337660;1590;19598290;1985420;8493;51;-18
07.01.2012;835;849;82;837;8.39E+11;978970;840;8212030;662600;6768;29;2
06.01.2012;835;855;799;812;81966089814;4251230;2300;34845670;3359180;7902;56;-23
05.01.2012;859;859;815;823;8.24E+11;2157330;1050;17774650;2005890;9298;44;-36
04.01.2012;838;838;802;822;8.22E+11;2788410;2380;22928200;2336260;8378;36;-16
03.01.2012;826;845;766;824;7.98E+11;6684910;5040;53334090;2623900;3925;79;-2
02.01.2012;845;845;796;806;8.08E+11;4712150;2990;38093400;2029890;4308;49;-39
30.12.2011;858;858;82;837;8.42E+11;999160;1490;8413830;857170;8579;38;-21
29.12.2011;806;855;806;846;8.40E+11;1456550;2040;12229610;1317310;9044;49;4
28.12.2011;868;869;808;842;8.37E+11;1853560;2080;15511060;1063740;5739;61;-26
27.12.2011;867;867;825;85;84254944834;1989450;2070;16762100;1738130;8737;42;-17
26.12.2011;86;86;815;84;8.43E+11;1856010;1580;15653070;1512950;8152;45;-2
23.12.2011;865;865;82;836;8.38E+11;1159980;1200;9722920;1028470;8866;45;-29
22.12.2011;855;855;799;834;8.26E+11;2009130;1580;16593650;1591040;7919;56;-21
21.12.2011;845;86;782;83;8.36E+11;1869690;2680;15635600;1280860;6851;78;-15
20.12.2011;844;845;81;823;8.15E+11;3552560;1700;28955050;3023010;8509;35;-21
19.12.2011;913;913;84;852;8.43E+11;2506640;2690;21137060;1873090;7473;73;-61
16.12.2011;93;93;842;884;8.71E+11;2314870;2360;20168980;1002910;4332;88;-46
15.12.2011;933;933;858;886;8.88E+11;3465020;4080;30776330;1629150;4702;75;-47
14.12.2011;964;964;882;903;9.01E+11;5234560;2580;47185280;2310430;4414;82;-61
13.12.2011;944;944;891;923;9.18E+11;2913960;2470;26762190;2218180;7612;53;-21
12.12.2011;902;908;862;902;9.00E+11;1667980;2330;15015520;1413990;8477;46;0
09.12.2011;865;887;813;867;8.49E+11;2971930;4550;25243380;1087740;366;74;2
08.12.2011;823;889;823;854;8.42E+11;5109070;6770;43017300;2702850;529;66;31
07.12.2011;953;953;866;866;9.08E+11;1135340;2270;10303810;1028980;9063;87;-87
05.12.2011;92;924;897;911;91214370121;1117040;1320;10189010;941660;843;27;-9
02.12.2011;90;918;877;91;9.02E+11;2204080;2120;19882610;1818480;8251;41;1
01.12.2011;878;885;843;881;8.80E+11;4538040;2190;39922120;3594470;790;42;3
30.11.2011;848;86;815;845;8.31E+11;2644440;1940;21973000;1686790;6379;45;-3
29.11.2011;85;85;788;828;8.20E+11;2907580;2300;23831050;1520920;5231;62;-22
28.11.2011;814;824;747;819;7.94E+11;2591370;3450;20580340;1296660;5004;77;5
25.11.2011;83;83;761;786;7.73E+11;3245730;4270;25094790;2388320;7358;69;-44
24.11.2011;823;825;77;80;8.01E+11;956470;1630;7658640;874150;9139;55;-23
23.11.2011;807;807;762;79;7.85E+11;1560040;1800;12251870;1250980;8019;45;-17
22.11.2011;78;789;716;781;7.59E+11;1946670;3380;14766140;1318940;6775;73;1
21.11.2011;75;788;741;752;7.47E+11;2394710;3130;17894480;1564060;6531;47;2
18.11.2011;762;79;748;779;7.69E+11;2389640;3050;18364880;1438320;6019;42;17
17.11.2011;805;805;749;787;7.73E+11;3006060;2840;23231850;2271270;7556;56;-18
16.11.2011;77;795;73;788;7.56E+11;981510;2190;7419770;630420;6423;65;18
15.11.2011;768;778;704;768;7.28E+11;2396090;2450;17444270;2117910;8839;74;0
14.11.2011;803;803;728;741;7.47E+11;1980340;3340;14802180;1747520;8824;75;-62
11.11.2011;789;789;721;766;7.68E+11;5121390;4820;39313720;3746250;7315;68;-23
09.11.2011;752;752;752;752;7.52E+11;855130;1330;6430570;855130;1000;0;0
08.11.2011;717;NaN;717;717;7.17E+11;1359930;990;9750690;1349590;9924;0;0
04.11.2011;683;683;68;683;6.83E+11;441340;750;3013700;406760;9216;3;0
03.11.2011;643;651;63;651;6.50E+11;1540890;2410;10015860;1415110;9184;21;8
02.11.2011;619;623;595;62;6.20E+11;2770010;2860;17168210;2403900;8678;28;1
01.11.2011;585;62;57;594;5.84E+11;4061090;3200;23705360;3150090;7757;5;9
31.10.2011;63;63;586;599;5.98E+11;4865870;3720;29109220;3905790;8027;44;-31
28.10.2011;678;678;616;616;6.20E+11;775160;940;4802970;643620;8303;62;-62
26.10.2011;704;705;646;648;6.60E+11;1331270;1290;8789490;631490;4744;59;-56
25.10.2011;677;699;677;679;6.79E+11;2248350;1120;15258020;1251260;5565;22;2
24.10.2011;76;76;712;712;7.30E+11;1239920;1830;9050650;990460;7988;48;-48
21.10.2011;75;776;706;749;7.40E+11;2905040;2210;21501810;2012930;6929;7;-1
20.10.2011;77;799;723;743;7.57E+11;2061990;1900;15608740;1975070;9578;76;-27
19.10.2011;758;815;758;761;7.60E+11;4164460;1900;31662340;3834290;9207;57;3
18.10.2011;797;797;797;797;7.97E+11;583330;350;4649140;583320;1000;0;0
17.10.2011;838;838;838;838;8.38E+11;52290;190;438190;52290;1000;0;0
14.10.2011;882;882;882;882;8.82E+11;626270;390;5523700;626270;1000;0;0
13.10.2011;99;99;928;928;9.31E+11;273340;630;2545020;179290;6559;62;-62
12.10.2011;978;994;976;976;9.79E+11;1223470;2520;11982890;719920;5884;18;-2
11.10.2011;1097;1097;1016;1027;10390748831;2277550;3690;23665450;963550;4231;81;-7
10.10.2011;1137;1138;1059;1069;10816474741;1382480;1630;14953560;1053150;7618;79;-68
07.10.2011;101;1116;101;1114;1.06E+11;8371120;6810;88738340;3562490;4256;106;104
05.10.2011;1065;1092;1063;1063;1.07E+11;1020210;1980;10947910;679480;666;29;-2
04.10.2011;1118;115;1118;1118;1.14E+11;4342970;3100;49296650;3268410;7526;32;0
03.10.2011;1234;1235;1147;1176;1.19E+11;4782720;2730;57088540;2507860;5244;88;-58
30.09.2011;1236;1236;1168;1207;1.20E+11;1399300;1240;16840050;720860;5152;68;-29
29.09.2011;127;1288;1184;1219;1.24E+11;982020;1500;12132730;674140;6865;104;-51
28.09.2011;125;125;1177;1235;12218721691;1291550;1080;15781090;1013440;7847;73;-15
27.09.2011;1298;1298;1199;1231;1227394672;NaN;3480;44433160;2373780;6557;99;-67
26.09.2011;1367;1367;1259;1262;1.31E+11;1854240;2320;24291110;1145570;6178;108;-105
23.09.2011;1309;140;1309;1325;13385470618;3081480;4850;41247060;1854890;6019;91;16
22.09.2011;1293;141;1293;1377;13553712043;1210250;2230;16403380;712050;5883;117;84
21.09.2011;1465;1465;137;1408;1.40E+11;2021930;NaN;28404620;1407990;6964;95;-57
20.09.2011;1475;153;1408;1431;1.47E+11;1807150;2740;26484340;1345200;7444;122;-44
19.09.2011;1435;1517;1404;1482;1.46E+11;2811700;4500;41073540;1697190;6036;113;47
16.09.2011;1487;1554;1461;1477;1.50E+11;1601660;1260;24012700;1365520;8526;93;-1
15.09.2011;155;1578;1476;152;1.52E+11;3177290;1970;48393210;2525170;7948;102;-3
14.09.2011;1597;1598;1471;1524;1.52E+11;6614430;5080;100860630;3170390;4793;127;-73
13.09.2011;1618;1619;152;1548;1.58E+11;2179660;1040;34331180;1524810;6996;99;-7
12.09.2011;160;161;153;1594;1.59E+11;1911620;1220;30314020;1230410;6436;8;-6
09.09.2011;157;1614;153;1587;1.58E+11;2137290;1580;33847070;1702170;7964;84;17
08.09.2011;1525;1597;1525;1592;1.59E+11;4354810;2180;69064000;3392470;779;72;67
07.09.2011;1455;1525;145;1521;1.52E+11;2100190;1350;31862220;1615480;7692;75;66
06.09.2011;1425;147;139;1467;1.45E+11;2220450;840;32155010;2161820;9736;8;42
05.09.2011;1395;1406;1275;1404;1.39E+11;1579630;790;21995500;1247240;7896;131;9
02.09.2011;1349;1357;1266;1341;1.34E+11;1012970;620;13524480;976450;9639;91;-8
30.08.2011;1272;1312;1251;1294;1.30E+11;247690;390;3224720;241780;9761;61;22
29.08.2011;1244;125;1193;125;1.25E+11;307530;240;3842560;297510;9674;57;6
26.08.2011;119;1191;1165;1191;1.19E+11;323120;620;3846130;308120;9536;26;1
25.08.2011;1096;1152;1061;1135;1.10E+11;476910;520;5253700;476910;1000;91;39
24.08.2011;1075;110;103;1098;1.09E+11;123690;270;1343770;123690;1000;7;23
23.08.2011;1025;1125;102;1084;1.08E+11;364740;430;3926500;NaN;1000;105;59
22.08.2011;1012;1075;1012;1072;1.07E+11;75340;240;804520;75340;1000;63;6
19.08.2011;104;1058;96;1054;9.91E+11;166020;300;1644670;166020;1000;98;14
18.08.2011;1095;1098;101;101;10326366782;289000;180;2984320;289000;1000;88;-85
17.08.2011;971;1069;971;1063;1.05E+11;97080;170;1022990;97080;1000;98;92
16.08.2011;102;102;1018;102;1019375;40000;100;407750;40000;1000;2;0
12.08.2011;1019;1115;1019;1071;1.06E+11;259670;160;2755400;NaN;1000;96;52
11.08.2011;105;1074;1005;1072;1.06E+11;25930;160;276140;25930;1000;69;22
10.08.2011;105;1094;1019;1057;1.06E+11;202930;480;2153510;202930;1000;75;7
09.08.2011;1088;1088;986;1072;1.04E+11;175190;440;1816540;175190;1000;102;-16
08.08.2011;100;1048;95;1037;1.03E+11;786050;560;8100600;786050;1000;98;37
05.08.2011;92;1014;918;999;94959946444;881320;630;8369010;881320;1000;96;79
04.08.2011;95;1039;95;966;1.02E+11;168510;150;1724200;168510;1000;89;16
03.08.2011;105;105;998;999;1.00E+11;173500;220;1740530;173500;1000;52;-51
02.08.2011;101;1069;98;105;1.01E+11;161010;430;1633040;161010;1000;89;4
01.08.2011;976;1023;976;102;10095540933;272030;420;2746290;272030;1000;47;44
29.07.2011;886;975;886;975;9.45E+11;150190;310;1419890;150190;1000;89;89
28.07.2011;93;93;881;929;9.29E+11;637200;260;5918080;637200;1000;49;-1
27.07.2011;875;925;852;922;9.09E+11;278170;310;2527200;278170;1000;73;47
26.07.2011;903;904;818;896;8.74E+11;240460;650;2101280;240460;1000;86;-7
25.07.2011;861;905;858;861;8.79E+11;42280;180;371830;42280;1000;47;0
22.07.2011;95;95;903;903;91352320459;195220;240;1783380;195220;1000;47;-47
21.07.2011;985;985;935;95;96841563786;38880;170;376520;38880;1000;5;-35
20.07.2011;95;98;911;979;9.42E+11;66090;320;622630;66090;1000;69;29
19.07.2011;935;943;873;937;9.09E+11;53800;230;489290;53800;1000;7;2
18.07.2011;901;968;891;901;9.08E+11;96500;240;876690;96500;1000;77;0
15.07.2011;919;999;919;937;9.39E+11;91410;230;858050;91410;1000;8;18
14.07.2011;90;985;895;967;9.10E+11;36250;280;329810;36250;1000;9;67
13.07.2011;905;98;90;942;9.10E+11;58300;210;530340;58300;1000;8;37
12.07.2011;95;95;947;947;9.47E+11;64640;250;612380;64640;1000;3;-3
11.07.2011;1045;1045;976;996;9.93E+11;311290;260;3091800;311290;1000;NaN;-49
08.07.2011;100;1027;999;1027;1.02E+11;82600;180;840400;82600;1000;28;27
07.07.2011;100;100;976;983;9.96E+11;164680;230;1640310;164680;1000;24;-17
06.07.2011;1023;1049;100;1024;1.02E+11;42210;110;432390;42210;1000;49;1
05.07.2011;1025;1025;1023;1024;1.02E+11;34710;60;355160;34710;1000;2;-1
04.07.2011;1128;1128;1022;1024;1.08E+11;88230;200;954770;88230;1000;106;-104
01.07.2011;1077;1078;103;1075;1.07E+11;166710;240;1784080;166710;1000;48;-2
30.06.2011;1027;1027;1027;1027;1.03E+11;17700;110;181770;17700;1000;0;0
29.06.2011;908;99;908;979;9.77E+11;172340;100;1683930;172340;1000;82;71
28.06.2011;102;102;93;955;9.80E+11;48840;200;478440;48840;1000;9;-65
27.06.2011;975;975;975;975;9.75E+11;19380;170;188950;19380;1000;0;0
24.06.2011;1025;1076;1023;1025;1.03E+11;41140;190;424300;41140;1000;53;0
23.06.2011;1076;110;1076;1076;1.08E+11;38920;160;419330;38920;1000;24;0
22.06.2011;109;1203;109;1132;1.13E+11;336150;280;3796970;336150;1000;113;42
21.06.2011;1146;1265;1146;1146;11754173863;17370;150;204170;17370;1000;119;0
20.06.2011;121;121;1206;1206;1.21E+11;8320;110;100370;8320;1000;4;-4
17.06.2011;1271;1271;1269;1269;1.27E+11;14500;50;184020;14500;1000;2;-2
16.06.2011;1335;1335;1335;1335;1.33E+11;1790;30;23890;1790;1000;0;0
15.06.2011;1479;148;135;1401;1429750162;416670;240;NaN;416670;1000;13;-78
14.06.2011;1345;1429;1345;1419;1.42E+11;178080;120;2529040;178080;1000;84;74
13.06.2011;1428;1428;1325;1398;1.40E+11;178780;60;2503310;178780;1000;103;-3
10.06.2011;1373;1379;130;1378;1.38E+11;44110;90;606890;44110;1000;79;5
09.06.2011;1397;1398;1282;1368;13831048012;247230;160;3419450;247230;1000;116;-29
08.06.2011;1327;1456;1327;134;1.41E+11;206740;240;2907060;206740;1000;129;13
07.06.2011;147;1475;1378;139;1.45E+11;127420;150;1847670;127420;1000;97;-8
06.06.2011;140;145;140;145;1.42E+11;1500;20;21250;1500;1000;5;5
03.06.2011;1375;1455;1349;1404;13859128823;53950;340;747700;53950;1000;106;29
02.06.2011;1445;1445;1373;1419;1.43E+11;505440;330;7216060;505440;1000;72;-26
01.06.2011;135;1455;135;1445;14406077147;274800;220;3958790;274800;1000;105;95
31.05.2011;1355;140;1335;1395;13698440208;28850;250;395200;28850;1000;65;4
30.05.2011;1365;1425;1355;140;1.39E+11;287550;170;4011280;287550;1000;7;35
27.05.2011;149;149;139;1425;1.42E+11;255020;120;3632740;255020;1000;10;-65
26.05.2011;148;148;136;1455;1.41E+11;487060;190;6887460;487060;1000;12;-25
25.05.2011;1455;1455;143;143;1.44E+11;152010;60;2187620;152010;1000;25;-25
24.05.2011;134;1495;134;1435;1.41E+11;134520;170;1898140;133970;9959;155;95
23.05.2011;145;145;137;144;1.44E+11;35070;240;504380;34610;9869;8;-1
20.05.2011;142;146;1335;NaN;1.38E+11;222160;190;3059710;222150;1000;125;-2
19.05.2011;1425;1545;1375;1405;1.41E+11;74680;440;1050840;70570;945;17;-2
18.05.2011;1495;1565;141;1525;1.50E+11;247300;570;3721710;236130;9548;155;3
17.05.2011;1425;1535;1425;150;1.48E+11;94130;610;1392010;86650;9205;11;75
16.05.2011;1595;1595;139;1425;1.47E+11;110580;280;NaN;98530;891;205;-17
13.05.2011;153;1535;136;1485;1.46E+11;293980;340;4304620;187810;6389;175;-45
12.05.2011;1405;150;1405;1425;1.47E+11;132110;130;1941270;130200;9855;95;2
11.05.2011;144;150;144;1495;1.49E+11;168020;70;2510930;168020;1000;6;55
10.05.2011;150;1575;147;153;1.51E+11;139550;200;2104430;129510;9281;105;3
09.05.2011;165;165;1455;1545;1.54E+11;446220;470;6855680;322760;7233;195;-105
06.05.2011;157;1615;142;157;15485778927;123760;490;1916520;120730;9755;195;0
05.05.2011;1475;1585;147;147;1.48E+11;253340;330;3759610;245860;9705;115;-5
04.05.2011;1545;169;1545;1545;1.56E+11;43120;190;670920;41130;9538;145;0
03.05.2011;1625;1785;1625;1625;1.70E+11;320410;480;5438800;298240;9308;16;0
02.05.2011;181;185;171;171;1.77E+11;355080;530;6273300;347560;9788;14;-10
29.04.2011;1817;1817;172;1798;1.81E+11;772560;1640;13976480;702430;9092;97;-19
28.04.2011;1731;1731;1731;1731;1.73E+11;236110;240;4087060;236090;9999;0;0
27.04.2011;1644;1649;1644;1649;16458723784;44820;150;737680;36000;8032;5;5
26.04.2011;157;1571;1525;1571;1.57E+11;49990;270;784760;49890;998;46;1
25.04.2011;1495;1497;142;1497;1.47E+11;349200;600;5138550;299200;8568;77;2
21.04.2011;1465;1465;133;1426;1.40E+11;993890;970;13922350;437960;4407;135;-39
20.04.2011;137;1396;1345;1396;1.38E+11;603670;540;8351630;598030;9907;51;26
19.04.2011;139;139;132;133;1.34E+11;267500;470;3591020;240890;9005;7;-6
18.04.2011;141;141;1316;1363;1.36E+11;318160;420;4335190;295320;9282;94;-47
15.04.2011;1356;1435;134;1376;1.40E+11;162990;310;2285700;156870;9625;95;2
13.04.2011;1328;141;1328;1408;1.40E+11;207390;310;2911200;206830;9973;82;8
11.04.2011;1389;140;1312;1385;1.35E+11;330500;300;4462820;322130;9747;88;-4
08.04.2011;1313;1446;1313;1349;1.38E+11;115510;290;NaN;106050;9181;133;36
07.04.2011;1312;139;1312;1379;13713660469;313020;680;4292650;298580;NaN;78;67
06.04.2011;140;1449;1355;138;1.39E+11;26600;120;370390;26500;9962;94;-2
05.04.2011;1375;1428;1375;1395;1.40E+11;434670;420;6096840;429570;9883;53;2
04.04.2011;136;1363;130;136;1.33E+11;296880;310;3945190;295880;9966;63;0
01.04.2011;1312;1312;1216;1299;1.29E+11;50020;230;645200;47010;9398;96;-13
31.03.2011;130;130;1205;125;1.27E+11;298470;440;3776430;284060;9517;95;-5
30.03.2011;1285;1285;117;125;1.24E+11;184850;440;2297380;172750;9345;115;-35
29.03.2011;1365;137;122;1225;1.26E+11;86650;550;1095290;69990;8077;15;-14
28.03.2011;1485;1485;129;135;1.37E+11;431580;310;5931090;280990;6511;195;-135
25.03.2011;1495;1495;1355;138;1.41E+11;375220;390;5291510;358190;9546;14;-115
24.03.2011;147;1565;1435;146;1.48E+11;167710;500;2475180;148740;8869;13;-1
23.03.2011;1405;1645;1405;1545;1.49E+11;201220;420;2998750;169200;8409;24;14
22.03.2011;1405;1635;1405;154;1.55E+11;859760;510;13314320;759190;883;23;135
21.03.2011;1545;1555;137;152;1.46E+11;1620480;750;23608580;1205040;7436;185;-25
18.03.2011;123;1455;123;1425;13582173671;431160;650;5856090;406980;9439;225;195
17.03.2011;128;146;1265;1325;13291994994;862960;2120;11470460;660450;7653;195;45
16.03.2011;148;151;131;1395;1.38E+11;699240;1110;9644480;416250;5953;20;-85
15.03.2011;140;153;1335;1445;1.39E+11;610290;990;8455180;495840;8125;195;45
14.03.2011;1435;160;1345;1415;1.47E+11;NaN;610;8238270;489080;8753;255;-2
11.03.2011;1655;167;147;1475;1.51E+11;257040;400;3872500;248790;9679;20;-18
10.03.2011;160;166;149;1605;1.55E+11;218760;260;3387810;216540;9899;17;5
09.03.2011;167;1685;1435;1605;1.64E+11;669400;800;10972920;598230;8937;25;-65
08.03.2011;169;169;146;1585;1.58E+11;677640;470;10673660;NaN;5983;23;-105
07.03.2011;168;NaN;1525;155;15340236101;NaN;550;2326040;114030;752;155;-13
04.03.2011;158;1685;158;160;16011089465;66730;250;1068420;54850;822;105;2
03.03.2011;174;174;1655;166;1.67E+11;315130;370;5247950;258860;8214;85;-8
01.03.2011;177;177;167;174;1.74E+11;241590;270;4196730;238090;9855;10;-3
28.02.2011;170;1715;1555;1695;1.66E+11;245870;610;4090960;209350;8515;16;-5
25.02.2011;160;165;1585;1635;1.63E+11;606640;1400;9873230;530150;8739;65;35
24.02.2011;1745;1745;162;1665;1.65E+11;62510;320;1030930;58500;9359;125;-8
23.02.2011;1745;1765;1675;1695;1712046875;128000;400;2191420;61200;4781;9;-5
22.02.2011;174;174;164;1715;1.68E+11;111180;120;1863240;111170;9999;10;-25
21.02.2011;1765;1765;1685;1685;1.73E+11;141630;330;2455900;118230;8348;8;-8
18.02.2011;183;183;168;1685;1.72E+11;65410;250;1122660;64000;9784;15;-145
17.02.2011;1755;188;1745;1755;1.80E+11;407460;830;7341880;301330;7395;135;0
16.02.2011;1815;183;170;183;17772283617;371910;800;6609690;354640;9536;13;15
15.02.2011;172;188;1715;1745;1.73E+11;735480;1130;12714550;652350;887;165;25
14.02.2011;182;1835;NaN;180;1.80E+11;493430;1480;8898030;175830;3563;135;-2
11.02.2011;1685;1835;NaN;175;1.74E+11;842950;1700;14649560;87010;1032;15;65
10.02.2011;184;184;1675;1765;1.74E+11;689980;690;12008080;301130;4364;165;-75
09.02.2011;1855;1855;NaN;176;17886875502;311250;970;5567290;75330;242;135;-95
08.02.2011;171;187;171;181;17878039411;702850;1700;12565580;172770;2458;16;10
07.02.2011;168;184;1675;1785;1.71E+11;450480;1020;7698110;311770;6921;165;105
04.02.2011;1845;1845;1745;176;1.76E+11;692950;1140;12167460;482850;6968;10;-85
03.02.2011;196;196;1835;1835;1.84E+11;745360;1540;13746540;583760;7832;125;-125
02.02.2011;180;198;180;193;18867635341;1066750;1380;20127050;468730;4394;18;13
01.02.2011;1865;1965;1835;189;1.89E+11;271030;450;5122170;260610;NaN;13;25
